MNC;Operatorname;MCC;Country
40;Areeba;412;Afghanistan
20;Telecom Development Company Afghanistan (ROSHAN);412;Afghanistan
1;Telephone Systems International Inc;412;Afghanistan
1;AMC;276;Albania
2;Vodafone Albania;276;Albania
1;Algerie Telecom;603;Algeria
3;Nedjma;603;Algeria
2;Orascom Telecom Algerie;603;Algeria
11;Blue Sky Communications;544;American Samoa
3;Mobiland;213;Andorra
2;Unitel;631;Angola
3;APUA PCS;344;Antigua and Barbuda
30;APUA PCS;344;Antigua and Barbuda
920;Cable & Wireless;344;Antigua and Barbuda
930;Cingular Wireless;344;Antigua and Barbuda
10;Compañía de Radiocomunicaciones Moviles S.A.;722;Argentina
320;Compañía de Radiocomunicaciones Moviles S.A.;722;Argentina
330;Compañía de Radiocomunicaciones Moviles S.A.;722;Argentina
310;CTI Pcs S.A.;722;Argentina
2;Nextel Argentina S.R.L.;722;Argentina
20;Nextel Argentina srl;722;Argentina
34;Telecom Personal S.A.;722;Argentina
341;Telecom Personal S.A.;722;Argentina
7;Telefonica Comunicaciones Personales S.A.;722;Argentina
70;Telefonica Comunicaciones Personales S.A.;722;Argentina
1;ArmenTel;283;Armenia
4;Karabakh Telecom;283;Armenia
5;Vivacell;283;Armenia
20;Digicel;363;Aruba
1;Setar GSM;363;Aruba
24;Advanced Communications Technologies Pty. Ltd.;505;Australia
9;Airnet Commercial Australia Ltd.;505;Australia
4;Department of Defence;505;Australia
6;Hutchison 3G Australia Pty. Ltd.;505;Australia
12;Hutchison Telecommunications (Australia) Pty. Ltd.;505;Australia
88;Localstar Holding Pty. Ltd.;505;Australia
99;One.Tel GSM 1800 Pty. Ltd.;505;Australia
8;One.Tel GSM 1800 Pty. Ltd.;505;Australia
90;Optus Ltd.;505;Australia
2;Singtel Optus Ltd.;505;Australia
1;Telstra Corporation Ltd.;505;Australia
11;Telstra Corporation Ltd.;505;Australia
71;Telstra Corporation Ltd.;505;Australia
72;Telstra Corporation Ltd.;505;Australia
5;The Ozitel Network Pty. Ltd.;505;Australia
7;Vodafone Network Pty. Ltd.;505;Australia
3;Vodafone Network Pty. Ltd.;505;Australia
14;AAPT Ltd.;505;Australia
5;Connect Austria One;232;Austria
10;Hutchison 3G Austria;232;Austria
1;MobilKom Austria A1;232;Austria
9;Tele2 Mobil;232;Austria
8;Telefonica Austria;232;Austria
7;Telering;232;Austria
3;T-Mobile Austria GmbH;232;Austria
1;Azercell Telekom B.M.;400;Azerbaijan
2;J.V. Bakcell GSM 2000;400;Azerbaijan
39;The Bahamas Telecommunications Company Ltd;364;Bahamas
1;Batelco;426;Bahrain
2;MTC Vodafone;426;Bahrain
2;Aktel;470;Bangladesh
1;GramenPhone;470;Bangladesh
3;Mobile 2000;470;Bangladesh
600;Cable and Wireless BET Ltd.;342;Barbados
810;Cingular Wireless;342;Barbados
750;Digicel;342;Barbados
50;Digicel;342;Barbados
4;BeST;257;Belarus
1;Mobile Digital Communications;257;Belarus
2;MTS;257;Belarus
20;BASE NV/SA (Former Orange);206;Belgium
1;Belgacom Mobile Proximus;206;Belgium
10;Mobistar;206;Belgium
67;Belize Telecommunications Ltd., GSM 1900;702;Belize
68;International Telecommunications Ltd. (INTELCO);702;Belize
0;BBCOM;616;Benin
4;Bell Benin Communication BBCOM;616;Benin
1;Libercom;616;Benin
3;Spacetel Benin;616;Benin
2;Telecel;616;Benin
1;Cingular GSM 1900;350;Bermuda
10;Cingular Wireless;350;Bermuda
2;Mobility Limited - GSM 1900;350;Bermuda
11;B-Mobile;402;Bhutan
17;B-Mobile of Bhutan Telecom;402;Bhutan
2;Entel Pcs;736;Bolivia
1;Nuevatel;736;Bolivia
3;TELECEL BOLIVIA;736;Bolivia
3;Eronet Mobile Communications Ltd.;218;Bosnia and Herzegovina
5;JODP for Telecomms of Republic Srpska;218;Bosnia and Herzegovina
90;PE PPT BIH;218;Bosnia and Herzegovina
1;Mascom Wireless (Pty) Ltd.;652;Botswana
2;Orange Botswana (Pty) Ltd.;652;Botswana
24;Amazonia Celular S/A;724;Brazil
12;Americel;724;Brazil
10;ATL Algar;724;Brazil
16;BSE;724;Brazil
17;Ceterp Cel;724;Brazil
1;CRT Cellular;724;Brazil
15;CTBC Cel;724;Brazil
14;Maxitel BA;724;Brazil
8;Maxitel MG;724;Brazil
0;Nextel (Telet);724;Brazil
18;Norte Brasil Tel;724;Brazil
7;Sercontel Cel;724;Brazil
59;Telaima Cel;724;Brazil
39;Telasa Cel;724;Brazil
31;Teleacre Cel - Oi (TNL PCS / Oi);724;Brazil
57;Teleamapa Cel;724;Brazil
55;Teleamazon Cel;724;Brazil
35;Telebahia Cel;724;Brazil
25;Telebrasilia Cel;724;Brazil
48;Teleceara Cel;724;Brazil
27;Telegoias Cel;724;Brazil
29;Telemat Cel;724;Brazil
19;Telemig Cel;724;Brazil
11;Telems Cel;724;Brazil
9;Telepar Cel;724;Brazil
53;Telepara Cel;724;Brazil
43;Telepisa Cel;724;Brazil
37;Telergipe Cel;724;Brazil
21;Telerj Cel;724;Brazil
47;Telern Cel;724;Brazil
33;Teleron Cel;724;Brazil
5;Telesc Cel;724;Brazil
13;Telesp Cel;724;Brazil
23;Telest Cel;724;Brazil
51;Telma Cel;724;Brazil
45;Telpa Cel;724;Brazil
41;Telpe Cel;724;Brazil
6;Tess;724;Brazil
3;TIM Brazil - CTMR (CTMR Cel);724;Brazil
2;TIM Brazil - Global Telecom (Global Telecom);724;Brazil
4;TIM Brazil -BCP (BCP);724;Brazil
570;Caribbean Cellular Telephone, Boatphone Ltd.;348;British Virgin Islands
2;b-mobile;528;Brunei Darussalam
11;Datastream Technology (DTSCom);528;Brunei Darussalam
5;Cosmo Bulgaria Mobile EAD;284;Bulgaria
1;MobilTel AD;284;Bulgaria
2;Celtel Burkina Faso;613;Burkina Faso
3;Telecel;613;Burkina Faso
1;TeleMob;613;Burkina Faso
1;Myanmar Post and Telecommunication;414;Burma
2;Safaris;642;Burundi
1;Spacetel Burundi;642;Burundi
3;Telecel Burundi Company;642;Burundi
2;Cambodia Samart Comms;456;Cambodia
18;Camshin (Shinawatra);456;Cambodia
1;Mobitel (Cam GSM);456;Cambodia
3;S Telecom (CDMA) (reserved);456;Cambodia
1;Mobile Telephone Networks Cameroon;624;Cameroon
2;Orange Cameroun;624;Cameroon
652;BC Tel Mobility;302;Canada
651;Bell Mobility;302;Canada
360;Clearnet;302;Canada
361;Clearnet;302;Canada
720;FIDO (Rogers AT&T/ Microcell);302;Canada
710;Globalstar Canada;302;Canada
370;Microcell (FIDO);302;Canada
37;Microcell Connexions Inc;302;Canada
702;MT&T Mobility;302;Canada
655;MTS Mobility;302;Canada
701;NB Tel Mobility;302;Canada
703;New Tel Mobility;302;Canada
657;Quebectel Mobility;302;Canada
72;Rogers AT&T Wireless;302;Canada
654;Sask Tel Mobility;302;Canada
656;Tbay Mobility;302;Canada
653;Telus Mobility;302;Canada
1;Cabo Verde Telecom;625;Cape Verde
140;Cable & Wireless (Cayman);346;Cayman Islands
3;Celca (Socatel);623;Central African Republic
1;Centrafrique Telecom Plus (CTP);623;Central African Republic
2;Telecel Centrafrique (TC);623;Central African Republic
1;Celtel;622;Chad
2;Tchad Mobile;622;Chad
10;Entel;730;Chile
1;Entel Telefonica Movil;730;Chile
3;Smartcom;730;Chile
2;TELEFONICA;730;Chile
0;China Mobile GSM;460;China
0;China Mobile GSM;461;China
4;China Satellite Global Star Network;460;China
4;China Satellite Global Star Network;461;China
1;China Unicom;460;China
1;China Unicom;461;China
3;China Unicom CDMA;460;China
3;China Unicom CDMA;461;China
2;Liaoning PPTA;460;China
2;Liaoning PPTA;461;China
11; ;732;Colombia
102;Bellsouth Colombia S.A.;732;Colombia
103;Colombia Movil S.A.;732;Colombia
111;Colombia Movil S.A.;732;Colombia
1;Colombia Telecomunicaciones S.A. - Telecom;732;Colombia
101;Comcel S.A. Occel S.A./Celcaribe;732;Colombia
2;Edatel S.A.;732;Colombia
123;Movistar;732;Colombia
1;HURI - SNPT;654;Comoros and Mayotte
1;Celtel;630;Congo Republic
1;Celtel;629;Congo Republic
10;Libertis Telecom;630;Congo Republic
10;Libertis Telecom;629;Congo Republic
2;Celtel;630;Congo Republic
2;Celtel;629;Congo Republic
86;Congo-Chine Telecom s.a.r.l.;630;Congo Republic
86;Congo-Chine Telecom s.a.r.l.;629;Congo Republic
10;Libertis Telecom;630;Congo Republic
10;Libertis Telecom;629;Congo Republic
89;SAIT Telecom SPRL;630;Congo Republic
89;SAIT Telecom SPRL;629;Congo Republic
5;Supercell Sprl;630;Congo Republic
5;Supercell Sprl;629;Congo Republic
1;Vodacom Congo RDC sprl;630;Congo Republic
1;Vodacom Congo RDC sprl;629;Congo Republic
1;Telecom Cook Islands;548;Cook Islands
2;I.C.E.;712;Costa Rica
1;Instituto Costarricense de Electricidad - ICE;712;Costa Rica
2;A-Cell;612;Côte d'Ivoire
1;Cora de Comstar;612;Côte d'Ivoire
5;Loteny Telecom;612;Côte d'Ivoire
3;Orange CÇïte d'Ivoire;612;Côte d'Ivoire
2;Tele2;219;Croatia
1;T-Mobile Croatia (Croatian Telecoms Cronet);219;Croatia
10;VIPnet d.o.o.;219;Croatia
1;C-COM;368;Cuba
10;Areeba;280;Cyprus
0;Areeba Ltd.;280;Cyprus
1;Cyprus Telecoms Authority;280;Cyprus
3;Ceský Mobil a.s., Oskar;230;Czech Rep.
99;Ceský Mobil a.s., Oskar;230;Czech Rep.
2;Eurotel Praha, spol. Sro., Eurotel;230;Czech Rep.
1;T-Mobile (RadioMobil);230;Czech Rep.
5;ApS KBUS;238;Denmark
6;Hi3G;238;Denmark
3;MIGway A/S;238;Denmark
2;Sonofon;238;Denmark
1;TDC Denmark;238;Denmark
10;TDC Mobil;238;Denmark
77;Tele2;238;Denmark
20;Telia A/S, Denmark;238;Denmark
30;Telia A/S, Denmark (former Orange);238;Denmark
4;TetraStar;238;Denmark
1;Djibouti Telecom SA (Evatis);638;Djibouti
110;Cable & Wireless Dominica Ltd.;366;Dominica
20;Cingular Wireless;366;Dominica
1;Orange Dominica;370;Dominican Republic
0;Movistar;740;Ecuador
1;Porta;740;Ecuador
1;EMS - Mobinil;602;Egypt
2;Vodafone (Misrfone Telecom);602;Egypt
1;CTE Telecom;706;El Salvador
2;Digicel;706;El Salvador
4;Telefonica;706;El Salvador
3;Telemovil EL Salvador;706;El Salvador
1;GETESA;627;Equatorial Guinea
1;EMT GSM;248;Estonia
2;Radiolinja Eesti;248;Estonia
3;Tele2 Eesti AS;248;Estonia
1;Ethiopian Telecoms Auth. (ETH MTN);636;Ethiopia
1;Faroese Telecom GSM 900;288;Faroe Islands
2;Kall GSM;288;Faroe Islands
1;Vodafone Fiji;542;Fiji
14;Alands Mobiltelefon Oy;244;Finland
21;Elisa Corporation;244;Finland
5;Elisa Corporation;244;Finland
9;Finnet Group;244;Finland
12;Suomen 2G Oy;244;Finland
3;Telia;244;Finland
91;TeliaSonera Corporation;244;Finland
20;Bouygues Telecom;543;France
20;Bouygues Telecom;208;France
21;Bouygues Telecom;543;France
21;Bouygues Telecom;208;France
2;Orange France;543;France
2;Orange France;208;France
1;Orange/France Telecom;543;France
1;Orange/France Telecom;208;France
10;S.F.R.;543;France
10;S.F.R.;208;France
11;S.F.R. (UMTS);543;France
11;S.F.R. (UMTS);208;France
5;TE.SA.M.;543;France
5;TE.SA.M.;208;France
6;TE.SA.M.;543;France
6;TE.SA.M.;208;France
7;TE.SA.M.;543;France
7;TE.SA.M.;208;France
8;AMIGO GSM;547;French Guiana
20;Bouygues Telecom CaraÇîbe;547;French Guiana
1;Orange Caraibe Mobiles;547;French Guiana
2;Outremer Telecom;547;French Guiana
3;Saint Martin et Saint Barthelemy Telcell Sarl;547;French Guiana
20;Tikiphone;547;French Guiana
3;Celtel Gabon S.A.;628;Gabon
1;Libertis S.A.;628;Gabon
2;Telecel Gabon S.A.;628;Gabon
2;Africel;607;Gambia
1;Gamcel;607;Gambia
1;Geocell Ltd.;282;Georgia
3;Iberiatel Ltd.;282;Georgia
2;Magti GSM Ltd.;282;Georgia
3;E-Plus;262;Germany
4;E-Plus;262;Germany
5;E-Plus;262;Germany
6;E-Plus;262;Germany
14;Group 3G UMTS GmbH;262;Germany
13;Mobilcom Multimedia GmbH;262;Germany
7;O2 (Germany) GmbH & Co.;262;Germany
8;O2 (Germany) GmbH & Co.;262;Germany
9;O2 (Germany) GmbH & Co.;262;Germany
10;O2 (Germany) GmbH & Co.;262;Germany
11;O2 (Germany) GmbH & Co.;262;Germany
12;O2 (Germany) GmbH & Co.;262;Germany
1;T-Mobile;262;Germany
77;Unknown;262;Germany
2;Vodafone;262;Germany
2;Ghana Telecom Mobile;620;Ghana
3;Mobitel;620;Ghana
1;Spacefon;620;Ghana
1;Gibtel GSM;266;Gibraltar
1;Cosmote;202;Greece
9;Info Quest S.A.;202;Greece
5;Panafon/vodafone;202;Greece
10;Telestet;202;Greece
1;Tele Greenland;290;Greenland
110;Cable & Wireless Grenada Ltd.;352;Grenada
30;Digicel;352;Grenada
2;COMCEL GUATEMALA;704;Guatemala
1;Servicios de Comunicaciones Personales Inalámbricas, S.A.;704;Guatemala
3;Telefonica;704;Guatemala
4;Areeba;611;Guinea
2;Sotelgui;611;Guinea
1;Spacetel;611;Guinea
1;Cel*Star Guyana Inc;738;Guyana
2;Cellink Plus;738;Guyana
1;Comcel;372;Haiti
2;CELTEL;708;Honduras
1;CLARO GSM;708;Honduras
30;Empresa Hondurena de Telecomunicaciones;708;Honduras
19;3G Radio System;454;Hongkong, China
9;China Motion Telecom (HK) Ltd.;454;Hongkong, China
7;China Unicom International Ltd.;454;Hongkong, China
18;Hong Kong CSL Ltd.;454;Hongkong, China
47;Hong Kong Police Force - TETRA systems;454;Hongkong, China
0;Hong Kong Telecom CSL;454;Hongkong, China
3;Hutchison 3G HK Ltd.;454;Hongkong, China
4;Hutchison Telephone Company Ltd.;454;Hongkong, China
5;Hutchison Telephone Company Ltd.;454;Hongkong, China
16;Mandarin Com. Sunday;454;Hongkong, China
10;New World PCS Ltd.;454;Hongkong, China
12;Peoples Telephone Company Ltd.;454;Hongkong, China
40;shared by private TETRA systems;454;Hongkong, China
6;SmarTone Mobile Communications Ltd.;454;Hongkong, China
15;SmarToneVodafone;454;Hongkong, China
8;Trident Telecom Ventures Ltd.;454;Hongkong, China
1;Pannon GSM;216;Hungary
70;Vodafone (V.R.A.M.);216;Hungary
30;Westel Mobile (TMobile);216;Hungary
4;IMC Islande ehf;274;Iceland
3;Islandssimi GSM ehf;274;Iceland
1;Landssiminn;274;Iceland
2;Tal hf;274;Iceland
17;Aircel;404;India
17;Aircel;405;India
25;Aircel;404;India
25;Aircel;405;India
28;Aircel;404;India
28;Aircel;405;India
29;Aircel;404;India
29;Aircel;405;India
33;Aircel;404;India
33;Aircel;405;India
42;Aircel;404;India
42;Aircel;405;India
60;Aircel Digilink India Ltd.;404;India
60;Aircel Digilink India Ltd.;405;India
15;Aircel Digilink India Ltd.;404;India
15;Aircel Digilink India Ltd.;405;India
1;Aircel Digilink India Ltd.,;404;India
1;Aircel Digilink India Ltd.,;405;India
51;AirTel;404;India
51;AirTel;405;India
53;AirTel;404;India
53;AirTel;405;India
55;AirTel;404;India
55;AirTel;405;India
10001;AirTel - Andhra Pradesh;404;India
10001;AirTel - Andhra Pradesh;405;India
10003;AirTel - Chennai (SkyCell / Bharti) Mobinet Ltd);404;India
10003;AirTel - Chennai (SkyCell / Bharti) Mobinet Ltd);405;India
10004;AirTel - Delhi (Bharti Celluar Ltd - Delhi);404;India
10004;AirTel - Delhi (Bharti Celluar Ltd - Delhi);405;India
10005;AirTel - Gujarat (Bharti Celluar Ltd - Delhi);404;India
10005;AirTel - Gujarat (Bharti Celluar Ltd - Delhi);405;India
10006;AirTel - Haryana (Bharti Celluar Ltd - Delhi);404;India
10006;AirTel - Haryana (Bharti Celluar Ltd - Delhi);405;India
10007;AirTel - Karnataka (Bharti Mobile Ltd - Karnataka);404;India
10007;AirTel - Karnataka (Bharti Mobile Ltd - Karnataka);405;India
10008;AirTel - Kerala (Bharti Celluar Ltd - Delhi);404;India
10008;AirTel - Kerala (Bharti Celluar Ltd - Delhi);405;India
10009;AirTel - Madhya Pradesh (Bharti Celluar Ltd - Delhi);404;India
10009;AirTel - Madhya Pradesh (Bharti Celluar Ltd - Delhi);405;India
10010;AirTel - Maharashtra (Bharti Celluar Ltd - Delhi);404;India
10010;AirTel - Maharashtra (Bharti Celluar Ltd - Delhi);405;India
10011;AirTel - Mumbai Metro (Bharti Celluar Ltd - Delhi);404;India
10011;AirTel - Mumbai Metro (Bharti Celluar Ltd - Delhi);405;India
10012;AirTel - Punjab (Bharti Mobile Ltd - Punjab);404;India
10012;AirTel - Punjab (Bharti Mobile Ltd - Punjab);405;India
10013;AirTel - Tamilnadu (Bharti Celluar Ltd - Delhi);404;India
10013;AirTel - Tamilnadu (Bharti Celluar Ltd - Delhi);405;India
10014;AirTel - Uttar Pradesh (Bharti Celluar Ltd - Delhi);404;India
10014;AirTel - Uttar Pradesh (Bharti Celluar Ltd - Delhi);405;India
56;Airtel (Bharati Mobile), Assam;404;India
56;Airtel (Bharati Mobile), Assam;405;India
10002;AirTel (Bharati Mobitel Limited);404;India
10002;AirTel (Bharati Mobitel Limited);405;India
86;Barakhamba Sales & Services Ltd.;404;India
86;Barakhamba Sales & Services Ltd.;405;India
13;Barakhamba Sales & Services Ltd.;404;India
13;Barakhamba Sales & Services Ltd.;405;India
62;Bharat Sanchar Nigam Ltd. (BSNL);404;India
62;Bharat Sanchar Nigam Ltd. (BSNL);405;India
64;Bharat Sanchar Nigam Ltd. (BSNL);404;India
64;Bharat Sanchar Nigam Ltd. (BSNL);405;India
66;Bharat Sanchar Nigam Ltd. (BSNL);404;India
66;Bharat Sanchar Nigam Ltd. (BSNL);405;India
57;Bharat Sanchar Nigam Ltd. (BSNL);404;India
57;Bharat Sanchar Nigam Ltd. (BSNL);405;India
58;Bharat Sanchar Nigam Ltd. (BSNL);404;India
58;Bharat Sanchar Nigam Ltd. (BSNL);405;India
59;Bharat Sanchar Nigam Ltd. (BSNL);404;India
59;Bharat Sanchar Nigam Ltd. (BSNL);405;India
71;Bharat Sanchar Nigam Ltd. (BSNL);404;India
71;Bharat Sanchar Nigam Ltd. (BSNL);405;India
72;Bharat Sanchar Nigam Ltd. (BSNL);404;India
72;Bharat Sanchar Nigam Ltd. (BSNL);405;India
73;Bharat Sanchar Nigam Ltd. (BSNL);404;India
73;Bharat Sanchar Nigam Ltd. (BSNL);405;India
74;Bharat Sanchar Nigam Ltd. (BSNL);404;India
74;Bharat Sanchar Nigam Ltd. (BSNL);405;India
75;Bharat Sanchar Nigam Ltd. (BSNL);404;India
75;Bharat Sanchar Nigam Ltd. (BSNL);405;India
76;Bharat Sanchar Nigam Ltd. (BSNL);404;India
76;Bharat Sanchar Nigam Ltd. (BSNL);405;India
77;Bharat Sanchar Nigam Ltd. (BSNL);404;India
77;Bharat Sanchar Nigam Ltd. (BSNL);405;India
34;Bharat Sanchar Nigam Ltd. (BSNL);404;India
34;Bharat Sanchar Nigam Ltd. (BSNL);405;India
38;Bharat Sanchar Nigam Ltd. (BSNL);404;India
38;Bharat Sanchar Nigam Ltd. (BSNL);405;India
51;Bharat Sanchar Nigam Ltd. (BSNL);404;India
51;Bharat Sanchar Nigam Ltd. (BSNL);405;India
53;Bharat Sanchar Nigam Ltd. (BSNL);404;India
53;Bharat Sanchar Nigam Ltd. (BSNL);405;India
54;Bharat Sanchar Nigam Ltd. (BSNL);404;India
54;Bharat Sanchar Nigam Ltd. (BSNL);405;India
55;Bharat Sanchar Nigam Ltd. (BSNL);404;India
55;Bharat Sanchar Nigam Ltd. (BSNL);405;India
80;Bharat Sanchar Nigam Ltd. (BSNL);404;India
80;Bharat Sanchar Nigam Ltd. (BSNL);405;India
81;Bharat Sanchar Nigam Ltd. (BSNL);404;India
81;Bharat Sanchar Nigam Ltd. (BSNL);405;India
10;Bharti Airtel Limited (Delhi);404;India
10;Bharti Airtel Limited (Delhi);405;India
90;Bharti Cellular Ltd.;404;India
90;Bharti Cellular Ltd.;405;India
92;Bharti Cellular Ltd.;404;India
92;Bharti Cellular Ltd.;405;India
93;Bharti Cellular Ltd.;404;India
93;Bharti Cellular Ltd.;405;India
94;Bharti Cellular Ltd.;404;India
94;Bharti Cellular Ltd.;405;India
95;Bharti Cellular Ltd.;404;India
95;Bharti Cellular Ltd.;405;India
96;Bharti Cellular Ltd.;404;India
96;Bharti Cellular Ltd.;405;India
97;Bharti Cellular Ltd.;404;India
97;Bharti Cellular Ltd.;405;India
98;Bharti Cellular Telecom Airtel;404;India
98;Bharti Cellular Telecom Airtel;405;India
45;Bharti Cellular Telecom Airtel;404;India
45;Bharti Cellular Telecom Airtel;405;India
31;Bharti Cellular Telecom Airtel;404;India
31;Bharti Cellular Telecom Airtel;405;India
10;Bharti Cellular Telecom Airtel;404;India
10;Bharti Cellular Telecom Airtel;405;India
6;Bharti Mobile Ltd.;404;India
6;Bharti Mobile Ltd.;405;India
2;Bharti Mobile Ltd.;404;India
2;Bharti Mobile Ltd.;405;India
49;Bharti Mobile Ltd.;404;India
49;Bharti Mobile Ltd.;405;India
40;Bharti Mobinet Ltd.;404;India
40;Bharti Mobinet Ltd.;405;India
3;Bharti Telenet Ltd.;404;India
3;Bharti Telenet Ltd.;405;India
27;BPL Mobile;404;India
27;BPL Mobile;405;India
21;BPL Mobile;404;India
21;BPL Mobile;405;India
46;BPL Mobile;404;India
46;BPL Mobile;405;India
43;BPL Mobile;404;India
43;BPL Mobile;405;India
10015;BPL Mobile - Kerala;404;India
10015;BPL Mobile - Kerala;405;India
10016;BPL Mobile - Maharshtra/Goa;404;India
10016;BPL Mobile - Maharshtra/Goa;405;India
10017;BPL Mobile - Mumbai;404;India
10017;BPL Mobile - Mumbai;405;India
10018;BPL Mobile - Tamil Nadu /Pondicherry Hutchison Essar Mobile Services Ltd (Delhi);404;India
10018;BPL Mobile - Tamil Nadu /Pondicherry Hutchison Essar Mobile Services Ltd (Delhi);405;India
79;CellOne A&N;404;India
79;CellOne A&N;405;India
82;Escorts Telecom Ltd.;404;India
82;Escorts Telecom Ltd.;405;India
87;Escorts Telecom Ltd.;404;India
87;Escorts Telecom Ltd.;405;India
88;Escorts Telecom Ltd.;404;India
88;Escorts Telecom Ltd.;405;India
89;Escorts Telecom Ltd.;404;India
89;Escorts Telecom Ltd.;405;India
56;Escotel Mobile Communications Pvt Ltd.;404;India
56;Escotel Mobile Communications Pvt Ltd.;405;India
12;Escotel Mobile Communications Pvt Ltd.;404;India
12;Escotel Mobile Communications Pvt Ltd.;405;India
19;Escotel Mobile Communications Pvt Ltd.;404;India
19;Escotel Mobile Communications Pvt Ltd.;405;India
5;Fascel Limited;404;India
5;Fascel Limited;405;India
5;Fascel Ltd.;404;India
5;Fascel Ltd.;405;India
70;Hexacom India Ltd.;404;India
70;Hexacom India Ltd.;405;India
16;Hexcom India;404;India
16;Hexcom India;405;India
84;Hutchinson Essar South Ltd.;404;India
84;Hutchinson Essar South Ltd.;405;India
20;Hutchinson Max Telecom;404;India
20;Hutchinson Max Telecom;405;India
13;Hutchison Essar Limited;404;India
13;Hutchison Essar Limited;405;India
66;Hutchison Essar South Limited;404;India
66;Hutchison Essar South Limited;405;India
22;Idea Cellular Ltd.;404;India
22;Idea Cellular Ltd.;405;India
24;Idea Cellular Ltd.;404;India
24;Idea Cellular Ltd.;405;India
7;Idea Cellular Ltd.;404;India
7;Idea Cellular Ltd.;405;India
4;Idea Cellular Ltd.;404;India
4;Idea Cellular Ltd.;405;India
78;Idea Cellular Ltd.;404;India
78;Idea Cellular Ltd.;405;India
68;Mahanagar Telephone Nigam Ltd.;404;India
68;Mahanagar Telephone Nigam Ltd.;405;India
69;Mahanagar Telephone Nigam Ltd.;404;India
69;Mahanagar Telephone Nigam Ltd.;405;India
83;Reliable Internet Services Ltd.;404;India
83;Reliable Internet Services Ltd.;405;India
9;Reliance Telecom Ltd.;404;India
9;Reliance Telecom Ltd.;405;India
85;Reliance Telecom Private Ltd.;404;India
85;Reliance Telecom Private Ltd.;405;India
67;Reliance Telecom Private Ltd.;404;India
67;Reliance Telecom Private Ltd.;405;India
50;Reliance Telecom Private Ltd.;404;India
50;Reliance Telecom Private Ltd.;405;India
52;Reliance Telecom Private Ltd.;404;India
52;Reliance Telecom Private Ltd.;405;India
36;Reliance Telecom Private Ltd.;404;India
36;Reliance Telecom Private Ltd.;405;India
9;Reliance Telecom Private Ltd.;404;India
9;Reliance Telecom Private Ltd.;405;India
18;Reliance Telecom Private Ltd.;404;India
18;Reliance Telecom Private Ltd.;405;India
41;RPG Cellular;404;India
41;RPG Cellular;405;India
44;Spice;404;India
44;Spice;405;India
14;Spice;404;India
14;Spice;405;India
44;Spice Communications Limited - Karnataka;404;India
44;Spice Communications Limited - Karnataka;405;India
14;Spice Communications Limited - Punjab;404;India
14;Spice Communications Limited - Punjab;405;India
11;Sterling Cellular Ltd.;404;India
11;Sterling Cellular Ltd.;405;India
30;Usha Martin Telecom Ltd.;404;India
30;Usha Martin Telecom Ltd.;405;India

21;Indosat - M3;510;Indonesia
28;Komselindo;510;Indonesia
8;Natrindo (Lippo Telecom);510;Indonesia
0;PSN;510;Indonesia
11;PT. Excelcomindo Excelcom;510;Indonesia
1;PT. Satelindo;510;Indonesia
10;Telkomsel;510;Indonesia
32;Taliya;432;Iran
11;Telecommunication Company of Iran (TCI);432;Iran
19;Telecommunication Company of Iran (TCI) - Isfahan Celcom;432;Iran
14;Telecommunication Kish Co. (KIFZO);432;Iran
5;Asia Cell Telecommunications Com.;418;Iraq
20;Atheer Telecom Iraq;418;Iraq
30;Orascom Telecom Iraq Corporation;418;Iraq

4;Access Telecom Ltd.;272;Ireland
3;Meteor Mobile Communications Ltd.;272;Ireland
2;O2 (Esat Digifone);272;Ireland
1;Vodafone Eircell;272;Ireland
2;Cellcom Israel Ltd.;425;Israel
5;Palestine Telecomm Co Ltd (Jawwal);425;Israel
1;Partner Communications Co. Ltd.;425;Israel
2;Elsacom;222;Italy
99;Hi3G;222;Italy
77;IPSE 2000;222;Italy
1;Telecom Italia Mobile (TIM);222;Italy
10;Vodafone (OPI);222;Italy
88;Wind Telecommunicazioni;222;Italy
20;Cable & Wireless Jamaica Ltd.;338;Jamaica
180;Cable and Wireless Jamaica Limited;338;Jamaica
5;JM DIGICEL;338;Jamaica
50;Mossel (Jamaica) Ltd.;338;Jamaica
4;J-Phone Co. Ltd.;441;Japan
4;J-Phone Co. Ltd.;440;Japan
6;J-Phone Co. Ltd.;441;Japan
6;J-Phone Co. Ltd.;440;Japan
40;J-Phone Co. Ltd.;441;Japan
40;J-Phone Co. Ltd.;440;Japan
41;J-Phone Co. Ltd.;441;Japan
41;J-Phone Co. Ltd.;440;Japan
42;J-Phone Co. Ltd.;441;Japan
42;J-Phone Co. Ltd.;440;Japan
43;J-Phone Co. Ltd.;441;Japan
43;J-Phone Co. Ltd.;440;Japan
44;J-Phone Co. Ltd.;441;Japan
44;J-Phone Co. Ltd.;440;Japan
45;J-Phone Co. Ltd.;441;Japan
45;J-Phone Co. Ltd.;440;Japan
46;J-Phone Co. Ltd.;441;Japan
46;J-Phone Co. Ltd.;440;Japan
47;J-Phone Co. Ltd.;441;Japan
47;J-Phone Co. Ltd.;440;Japan
48;J-Phone Co. Ltd.;441;Japan
48;J-Phone Co. Ltd.;440;Japan
90;J-Phone Co. Ltd.;441;Japan
90;J-Phone Co. Ltd.;440;Japan
92;J-Phone Co. Ltd.;441;Japan
92;J-Phone Co. Ltd.;440;Japan
93;J-Phone Co. Ltd.;441;Japan
